comentario;sentimento
one of the indias branded company of water purifier storage 7l technology ro uv uf taste enhancer i got in 7900 100 cashback on phonepe i booked on 2 nov received on 4 nov i received message from livpure company for installation of filter on 5 nov one person came for installation free prefilter additionally added 660 tds of water after filteration 35 25 to 110 recommended taste enhancer knob is inside the machine we can change it according to taste for initial;0
not longer praotaction its protect only 6 hrs;-1
excellent;1
superb product but pathetic brand and flipkart after sales supoort;0
dont buy this;-1
waste of moneyworst product sema heavy;-1
awesome;1
only after 1 2 days it got toran;-1
ok;0
this product is too good and build quality finishing sound quality all good ;1
nice;1
fantastic;1
after using two months i am not satisfy with it mud put in to my feet due to likage this produced quickly not good;-1
not bad;1
very good work;1
sond quality low bass is to low overall not bad not good same price zebrranics better;0
best product in this range fitting is very good;1
size is small not excepted;-1
this product is very small size;0
ok product;0
fitting;0
good money worth product;1
improper size;0
superb;1
overall good product but one bottle is leaking;0
vocalsbestbassbesttreblebestbuilt qualitybestprice overpricedcharging socket a little bit tight;0
never buy this product due to low qualyof eims chains and wheels only frame is better comparing all parts lol;-1
very badcheap quality dont buy this producti am from vizag plz dont buy this;-1
not good very low;-1
diapers are leaking;-1
awsm;1
ok;0
this product is bad;-1
it was very bad sandal broken in 3 days my money got w sted;-1
paper quality are no so good;-1
best purifier in mead rang good design and water quality teast goodand livpure service very fast and installation service good and livpure engineer had behavior is good;1
everything is good but sometimes will disconnecting the blutooth mode from my mobile device;0
quality not ok;-1
west of money not good;-1
good product nice cooking foods wonderful products of samsung grill chicken i cooked its comes very taste;1
air leakage in football;0
very small in sizenot expected;0
voice low quality;0
so poor quality please dont purchase;-1
rice quality is not goodif you will prepare rice according to the manual provided in it then the rice will remain half boiled;0
nice;1
very good product;1
good one;1
very nice product;0
over all good product;1
leakage problem stay only 23 hours;-1
tv unit is goodbut had to put bombay screws for a better fitting since it is based on 2 main screws which is not sufficientoverall good in this price;0
ok;0
product is excellent the best part is installation very prompt and the installation guy abhishek debnath is superb skilled very knowledgeable;1
okey normal users;0
some more expected;1
decent product for the price range;0
nice product;1
product is ok no aroma;0
nice product value of moneymust buy;1
not up to the standards but ok;0
good;1
 amit ok;0
leakage issue;-1
very bad product for babyplease dont purchase every body;-1
very bad quality product not leakage proofhas cheaper quality products;-1
ok for 1 person;0
ok;0
nothing;0
that product is nice but we poured water the next minute it got rust inside so i can give only 3 stars for it and the cap of it its not closing waste of money ?�;0
not bad;0
the size was small for me;0
good product;1
decent quality stuff;0
very good;1
thanks to flipkart;1
very worst product very poor quality didnt meet expectations ;-1
product is good but delivery is very slow;0
this luxury perfume from bella vita has a very amazing fragrance that lasts for a long time i really liked this perfume and i always feel fresh whenever i use this perfume its longevity and fragrance both are awesome must try ;1
very bad product;-1
very good product gift sister is very happy thanks you so much flipkart rs189;1
full paisa wasul;1
waste of money harmful for kids;-1
so very nice rice cooking;1
average;0
ok product;0
improperly manufacturing of tires as 2025the 25 inches dia is not consistent results in whobling experience in ride;0
very small;-1
waste of moneygetting wet from outside alsoworst experience;-1
built quality is average not so muce likes exceptedbut is this price is good;0
on time delivery good service and good product;1
dont work properly sometime not working;-1
bass not so gud just ok;0
recommended;1
wow lovely product;1
very good purchase useful no complaints so far;1
not working properly;0
its a useless product dont buy it;-1
good productfantastic performancegood for bachelors;1
its best speaker in this segment;1
very poor product size small but this is new baby sizevery hard cotton;-1
average;0
after 1 and half month the space bar stops working;-1
wast its not softern;-1
all of them product very good but that system are only connected with wifi there is no option for bluetooth;0
not bad;0
good product;1
maddhav gurjar boy;0
super product go for it;1
happy;1
supper;1
nice;1
they say it is rechargeable but its not its powered by a battery;0
ok ok fabric as shown in pic;0
over heated;0
this is blasting;1
leakage problemdo not buy this product;-1
nise;1
superb watch light weighted cool designi purchased the same for hubby he is so happy and liked it very much;1
not bright display as expected;-1
this diaper is suitable only for 45 hours then why they mentioned upto 12 hours;-1
orignal product thankyou flipkart;1
not an option;0
fog issue if you wear glasses some masks available in antifog also;0
ok quality;0
very very poor quality ist time this company daiper use;-1
small size is more short in all company small size is comfortable for my baby but in that size is to short;-1
it is ok;0
nice product;1
awesome sound quality best product i lobe love it;1
average;0
nice product;1
very good i am satisfied ;1
nice one;1
quality not good;-1
it is nice productso i like it;1
